occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,within_range,Status
924734,occ,,,105831,Mystriosuchus westphali,species,178425,Norian,,227.3,205.7,35323,YES,extinct
924735,occ,,,105832,Mystriosuchus westphali,species,178425,Norian,,227.3,205.7,35323,YES,extinct
924736,occ,,,105833,Mystriosuchus westphali,species,178425,Norian,,227.3,205.7,35323,YES,extinct
924737,occ,,,105832,Mystriosuchus planirostris,species,64944,Norian,,227.3,205.7,35323,YES,extinct
924739,occ,,,47785,Nicrosaurus kapffi,species,64943,Norian,,227.3,205.7,44546,YES,extinct
924740,occ,28118,,47785,Nicrosaurus meyeri,species,178436,Norian,,227.3,205.7,35324,YES,extinct
924743,occ,,,105836,Rutiodon carolinensis,species,64947,Norian,,227.3,205.7,35325,YES,extinct
924747,occ,,,47785,Paratypothorax andressorum,species,159297,Norian,,227.3,205.7,35327,YES,extinct
929597,occ,,,106316,Pachypleurosaurus staubi,species,179915,Ladinian,,241.464,237,35466,YES,extinct
929791,occ,,,101873,Neusticosaurus pusillus,species,171753,Longobardian,,239.48,237,33823,YES,extinct
929794,occ,35639,,101873,Tanystropheus conspicuus,species,95799,Longobardian,,239.48,237,33823,YES,extinct
929818,occ,,,106363,Paratypothorax andressorum,species,159297,Norian,,227.3,205.7,35499,YES,extinct
929821,occ,,,27343,Augustaburiania vatagini,species,179519,Olenekian,,249.9,246.7,35501,YES,extinct
929822,occ,,,93276,Augustaburiania vatagini,species,179519,Olenekian,,249.9,246.7,35501,YES,extinct
930320,occ,,,106438,Cymatosaurus fridericianus,species,100041,Bithynian,,244.99,244.24,35080,YES,extinct
930780,occ,,,106504,Archeopelta arborensis,species,180404,Ladinian,,241.464,237,35586,YES,extinct
930806,occ,,,55446,Faxinalipterus minima,species,169640,Norian,,227.3,205.7,33148,YES,extinct
930809,occ,,,55446,Cargninia enigmatica,species,180409,Norian,,227.3,205.7,35593,YES,extinct
930836,occ,,,106511,Mystriosuchus planirostris,species,64944,Norian,,227.3,205.7,35603,YES,extinct
930849,occ,,,105831,Plateosaurus gracilis,species,54996,Norian,,227.3,205.7,25583,YES,extinct
930888,occ,,,36377,Mystriosuchus planirostris,species,64944,Alaunian,,215.38,211.18,35608,YES,extinct
930891,occ,,,106521,Parasuchus hislopi,species,159217,Carnian,Norian,237,205.7,28926,YES,extinct
930893,occ,36896,,106523,Volcanosuchus statisticae,species,416835,Carnian,,237,227.3,72214,YES,extinct
930894,occ,,,98628,Parasuchus hislopi,species,159217,Carnian,Norian,237,205.7,28926,YES,extinct
930990,occ,24481,,106542,Thaichelys ruchae,species,180695,Norian,,227.3,205.7,35630,YES,extinct
931088,occ,25147,,106554,Thaichelys ruchae,species,180695,Norian,,227.3,205.7,35630,YES,extinct
931095,occ,,,106555,Thaichelys ruchae,species,180695,Norian,,227.3,205.7,35630,YES,extinct
931128,occ,,,106569,Blikanasaurus cromptoni,species,55644,Norian,Rhaetian,227.3,201.4,35639,YES,extinct
931162,occ,36102,,106571,Melanorosaurus readi,species,54980,Norian,Rhaetian,227.3,201.4,35640,YES,extinct
931425,occ,,,106668,Macrocnemus fuyuanensis,species,180768,Ladinian,,241.464,237,35645,YES,extinct
931597,occ,,,106697,Tanystropheus longobardicus,species,180927,Ladinian,,241.464,237,35651,YES,extinct
931832,occ,,,103987,Wumengosaurus delicatomandibularis,species,168672,Pelsonian,,244.24,243.33,35664,YES,extinct
931833,occ,,,104866,Wumengosaurus delicatomandibularis,species,168672,Anisian,,246.7,241.464,35664,YES,extinct
933050,occ,,,107171,Basutodon ferox,species,56610,Norian,Rhaetian,227.3,201.4,25375,YES,extinct
933075,occ,,,107176,Eucnemesaurus fortis,species,56614,Norian,Rhaetian,227.3,201.4,35696,YES,extinct
933167,occ,24533,,107216,Jesairosaurus lehmani,species,181736,Spathian,Anisian,248.1,241.464,35707,YES,extinct
933482,occ,,,107284,Teraterpeton hrynewichorum,species,182034,Carnian,,237,227.3,35712,YES,extinct
933484,occ,,,107285,Teraterpeton hrynewichorum,species,182034,Carnian,,237,227.3,35712,YES,extinct
933496,occ,,,107288,Sikannisuchus huskyi,species,63009,Norian,,227.3,205.7,11963,YES,extinct
933497,occ,28229,,107288,Metashastasaurus neoscapularis,species,260823,Norian,,227.3,205.7,45362,YES,extinct
933499,occ,,,107289,Sikannisuchus huskyi,species,63009,Norian,,227.3,205.7,11963,YES,extinct
933502,occ,,,107290,Sikannisuchus huskyi,species,63009,Norian,,227.3,205.7,11963,YES,extinct
933503,occ,28230,,107290,Metashastasaurus neoscapularis,species,260823,Norian,,227.3,205.7,45362,YES,extinct
933505,occ,,,107291,Sikannisuchus huskyi,species,63009,Norian,,227.3,205.7,11963,YES,extinct
933819,occ,,,107352,Decuriasuchus quartacolonia,species,182230,Ladinian,,241.464,237,35727,YES,extinct
933820,occ,,,107353,Decuriasuchus quartacolonia,species,182230,Ladinian,,241.464,237,35727,YES,extinct
933978,occ,,,91569,Angistorhinus maximus,species,159232,Carnian,,237,227.3,35732,YES,extinct
933983,occ,,,107391,Parasuchus bransoni,species,58929,Carnian,,237,227.3,30871,YES,extinct
933984,occ,,,107392,Angistorhinus grandis,species,155543,Carnian,,237,227.3,30873,YES,extinct
934002,occ,,,107398,Cymbospondylus petrinus,species,170850,Middle Triassic,,246.7,237,35747,YES,extinct
934039,occ,,,99429,Rutiodon carolinensis,species,64947,Norian,,227.3,205.7,69390,YES,extinct
934229,occ,,,93123,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,35767,YES,extinct
935231,occ,,,48422,Daemonosaurus chauliodus,species,182713,Rhaetian,,205.7,201.4,35814,YES,extinct
935625,occ,,,97946,Dianopachysaurus dingi,species,182845,Pelsonian,,244.24,243.33,35848,YES,extinct
935627,occ,,,110023,Sinosaurosphargis yunguiensis,species,182851,Pelsonian,,244.24,243.33,35852,YES,extinct
935632,occ,,,103539,Sinosaurosphargis yunguiensis,species,182851,Pelsonian,,244.24,243.33,35852,YES,extinct
939490,occ,,,108771,Poposaurus gracilis,species,69076,Norian,,227.3,205.7,35979,YES,extinct
943015,occ,,,109252,Nothosaurus tchernowi,species,185389,Middle Triassic,,246.7,237,36153,YES,extinct
943872,occ,,,109489,Ctenosauriscus koeneni,species,138132,Spathian,,248.1,246.7,31892,YES,extinct
945308,occ,26359,,92319,Aetobarbakinoides brasiliensis,species,215133,Carnian,Norian,237,205.7,39519,YES,extinct
945415,occ,,,109710,Cosesaurus aviceps,species,329410,Longobardian,,239.48,237,36263,YES,extinct
945416,occ,,,109710,Lariosaurus balsami,species,89450,Longobardian,,239.48,237,36263,YES,extinct
949902,occ,,,110826,Lariosaurus balsami,species,89450,Ladinian,,241.464,237,36415,YES,extinct
950445,occ,,,86837,Cyamodus hildegardis,species,255016,Anisian,Ladinian,246.7,237,44207,YES,extinct
950446,occ,,,86837,Paraplacodus broilii,species,241938,Anisian,Ladinian,246.7,237,42290,YES,extinct
950448,occ,,,86837,Nothosaurus giganteus,species,171758,Anisian,Ladinian,246.7,237,36435,YES,extinct
950449,occ,,,86837,Tanystropheus longobardicus,species,180927,Anisian,Ladinian,246.7,237,36435,YES,extinct
950450,occ,,,110929,Ceresiosaurus calcagnii,species,254266,Ladinian,,241.464,237,36435,YES,extinct
950452,occ,,,110930,Lariosaurus balsami,species,89450,Ladinian,,241.464,237,36435,YES,extinct
963746,occ,,,97946,Diandongosaurus acutidentatus,species,192898,Pelsonian,,244.24,243.33,36768,YES,extinct
966626,occ,,IF,52806,Isochirotherium marshalli,species,194837,Aegean,Bithynian,246.7,244.24,37010,YES,extinct
966627,occ,,IF,52806,Isochirotherium marshalli,species,194837,Aegean,Bithynian,246.7,244.24,37010,YES,extinct
966630,occ,,IF,114090,Chirotherium rex,species,93707,Aegean,Bithynian,246.7,244.24,37010,YES,extinct
966637,occ,,IF,114092,Rotodactylus cursorius,species,194816,Aegean,Bithynian,246.7,244.24,37010,YES,extinct
966640,occ,,IF,114094,Chirotherium rex,species,93707,Aegean,Bithynian,246.7,244.24,37010,YES,extinct
966641,occ,,IF,114094,Chirotherium barthii,species,85727,Aegean,Bithynian,246.7,244.24,37010,YES,extinct
966642,occ,,IF,114095,Chirotherium barthii,species,85727,Aegean,Bithynian,246.7,244.24,37010,YES,extinct
966643,occ,,IF,114095,Synaptichnium cameronensis,species,194833,Aegean,Bithynian,246.7,244.24,37010,YES,extinct
966645,occ,27602,,114097,Rhynchosauroides pallinii,species,378360,Aegean,Bithynian,246.7,244.24,43346,YES,extinct
966646,occ,27603,,114097,Rhynchosauroides pallinii,species,378360,Aegean,Bithynian,246.7,244.24,43346,YES,extinct
966703,occ,,,114113,Hupehsuchus nanchangensis,species,194926,Middle Triassic,,246.7,237,37026,YES,extinct
970665,occ,,,115162,Sharovipteryx mirabilis,species,197341,Ladinian,Carnian,241.464,227.3,37290,YES,extinct
970669,occ,,,115162,Longisquama insignis,species,197349,Ladinian,Carnian,241.464,227.3,37292,YES,extinct
973441,occ,,,115685,Galesphyrus capensis,species,157604,Wuchiapingian,,259.51,254.14,31187,YES,extinct
973442,occ,,,115686,Galesphyrus capensis,species,157604,Wuchiapingian,,259.51,254.14,31187,YES,extinct
976632,occ,,,109490,Amotosaurus rotfeldensis,species,248293,Aegean,Bithynian,246.7,244.24,37542,YES,extinct
979958,occ,,,117149,Tasmaniosaurus triassicus,species,200131,Induan,,251.902,249.9,37644,YES,extinct
979962,occ,,,94541,Tasmaniosaurus triassicus,species,200131,Induan,,251.902,249.9,37646,YES,extinct
979963,occ,,,85560,Kalisuchus rewanensis,species,200136,Induan,,251.902,249.9,37646,YES,extinct
980035,occ,,,117176,Proterosuchus fergusi,species,184525,Early Triassic,,251.902,246.7,37663,YES,extinct
980047,occ,32877,,117178,Proterosuchus goweri,species,347439,Early Triassic,,251.902,246.7,60752,YES,extinct
980048,occ,,,117179,Proterosuchus fergusi,species,184525,Early Triassic,,251.902,246.7,37669,YES,extinct
980055,occ,,,117183,Proterosuchus fergusi,species,184525,Early Triassic,,251.902,246.7,37672,YES,extinct
980061,occ,,,117184,Proterosuchus fergusi,species,184525,Early Triassic,,251.902,246.7,37673,YES,extinct
980064,occ,,,117185,Proterosuchus fergusi,species,184525,Induan,Olenekian,251.902,246.7,37673,YES,extinct
981517,occ,,,117524,Chasmatosaurus yuani,species,173991,Induan,,251.902,249.9,37811,YES,extinct
984227,occ,,,118012,Diodorus scytobrachion,species,202341,Carnian,Norian,237,205.7,37952,YES,extinct
984557,occ,,,38528,Collilongus rarus,species,202564,Olenekian,,249.9,246.7,38014,YES,extinct
989456,occ,,,122362,Plesiosaurus trigonus,species,203559,Rhaetian,,205.7,201.4,34651,YES,extinct
989470,occ,,,96875,Lariosaurus winkelhorsti,species,373011,Anisian,,246.7,241.464,38255,YES,extinct
990494,occ,,,67862,Microleter mckinzieorum,species,204049,Artinskian,,290.1,283.3,38310,YES,extinct
1005254,occ,,,57958,Pachystropheus rhaeticus,species,377722,Rhaetian,,205.7,201.4,15587,YES,extinct
1012675,occ,,,123839,Largocephalosaurus polycarpon,species,217346,Pelsonian,,244.24,243.33,39840,YES,extinct
1058248,occ,,,130790,Bobosaurus forojuliensis,species,241908,Julian,,237,233.6,42282,YES,extinct
1058263,occ,,,130791,Yunguisaurus liae,species,170558,Ladinian,,241.464,237,33405,YES,extinct
1058570,occ,28675,,130792,Yunguisaurus liae,species,170558,Ladinian,,241.464,237,46808,YES,extinct
1058582,occ,,,130793,Pistosaurus longaevus,species,95790,Anisian,,246.7,241.464,42288,YES,extinct
1063632,occ,42266,,131436,Chromogisaurus novasi,species,242722,Carnian,,237,227.3,42426,YES,extinct
1066207,occ,,,131835,Nambalia roychowdhurii,species,243275,Norian,,227.3,205.7,42497,YES,extinct
1066208,occ,,,131836,Jaklapallisaurus asymmetrica,species,243277,Norian,,227.3,205.7,42497,YES,extinct
1066211,occ,42507,,131838,Maleriraptor kuttyi,species,509339,Norian,,227.3,205.7,92162,YES,extinct
1066214,occ,,,131840,Jaklapallisaurus asymmetrica,species,243277,Norian,Rhaetian,227.3,201.4,42497,YES,extinct
1071216,occ,,,67862,Feeserpeton oklahomensis,species,246046,Artinskian,,290.1,283.3,42791,YES,extinct
1071217,occ,,,130792,Diandongosuchus fuyuanensis,species,246048,Ladinian,,241.464,237,42792,YES,extinct
1071219,occ,32506,,132933,Proterochersis porebensis,species,344458,Norian,Rhaetian,227.3,201.4,59666,YES,extinct
1071601,occ,,,98623,Pampadromaeus barberenai,species,243373,Carnian,Norian,237,205.7,42509,YES,extinct
1073646,occ,27490,I,46621,Grallator cursorius,species,64080,Norian,,227.3,205.7,12444,YES,extinct
1073647,occ,27491,I,46621,Grallator cursorius,species,64080,Norian,,227.3,205.7,12444,YES,extinct
1073648,occ,,I,46622,Grallator cursorius,species,64080,Norian,,227.3,205.7,12444,YES,extinct
1076286,occ,,,134292,Eifelosaurus triadicus,species,248279,Aegean,Bithynian,246.7,244.24,43192,YES,extinct
1076309,occ,27566,,134302,Amotosaurus rotfeldensis,species,248293,Aegean,Bithynian,246.7,244.24,43200,YES,extinct
1076310,occ,27567,,134302,Amotosaurus rotfeldensis,species,248293,Aegean,Bithynian,246.7,244.24,43200,YES,extinct
1076313,occ,,,134302,Anomoiodon krejcii,species,248292,Aegean,Bithynian,246.7,244.24,43199,YES,extinct
1076315,occ,27560,,134304,Amotosaurus rotfeldensis,species,248293,Aegean,Bithynian,246.7,244.24,43200,YES,extinct
1076316,occ,27565,,134304,Amotosaurus rotfeldensis,species,248293,Aegean,Bithynian,246.7,244.24,43200,YES,extinct
1076935,occ,,,134498,Trachelosaurus fischeri,species,248610,Aegean,,246.7,244.99,43246,YES,extinct
1080015,occ,,IF,135410,Rotodactylus bradyi,species,194818,Aegean,Bithynian,246.7,244.24,37010,YES,extinct
1080019,occ,,,135411,Rhynchosauroides pallinii,species,378360,Aegean,Bithynian,246.7,244.24,43346,YES,extinct
1080021,occ,,IF,135413,Chirotherium barthii,species,85727,Aegean,Bithynian,246.7,244.24,43346,YES,extinct
1080043,occ,,IF,95107,Chirotherium rex,species,93707,Spathian,,248.1,246.7,43346,YES,extinct
1080116,occ,,,135441,Arizonasaurus babbitti,species,55052,Aegean,Bithynian,246.7,244.24,32095,YES,extinct
1080690,occ,,IF,135634,Chirotherium barthii,species,85727,Spathian,,248.1,246.7,43377,YES,extinct
1080692,occ,,IF,135635,Chirotherium barthii,species,85727,Spathian,,248.1,246.7,43377,YES,extinct
1080695,occ,,IF,135636,Chirotherium barthii,species,85727,Spathian,,248.1,246.7,43377,YES,extinct
1080699,occ,,IF,135637,Chirotherium barthii,species,85727,Spathian,,248.1,246.7,43377,YES,extinct
1080703,occ,,,135638,Rhynchosauroides pallinii,species,378360,Spathian,,248.1,246.7,43379,YES,extinct
1080704,occ,,,135638,Rhynchosauroides pallinii,species,378360,Spathian,,248.1,246.7,43379,YES,extinct
1080934,occ,,,71976,Postosuchus kirkpatricki,species,69074,Carnian,Norian,237,205.7,14122,YES,extinct
1080975,occ,,,135657,Brachysuchus megalodon,species,159229,Carnian,Norian,237,205.7,43385,YES,extinct
1080976,occ,,,71982,Spinosuchus caseanus,species,65106,Carnian,Norian,237,205.7,29483,YES,extinct
1080977,occ,27616,,105766,Leptosuchus crosbiensis,species,69060,Carnian,Norian,237,205.7,14122,YES,extinct
1081002,occ,27617,,135662,Calyptosuchus wellesi,species,69072,Carnian,Norian,237,205.7,43392,YES,extinct
1081006,occ,,,98605,Postosuchus kirkpatricki,species,69074,Carnian,Norian,237,205.7,14122,YES,extinct
1081007,occ,,,98596,Calyptosuchus wellesi,species,69072,Carnian,Norian,237,205.7,14122,YES,extinct
1081009,occ,36452,,98596,Poposaurus gracilis,species,69076,Carnian,Norian,237,205.7,14122,YES,extinct
1081070,occ,,,135695,Angistorhinus alticephalus,species,162192,Carnian,Norian,237,205.7,43404,YES,extinct
1081071,occ,,,22706,Lucasuchus hunti,species,159293,Carnian,Norian,237,205.7,14122,YES,extinct
1081119,occ,,,135701,Qianxisaurus chajiangensis,species,249575,Ladinian,,241.464,237,43413,YES,extinct
1081284,occ,,,12942,Trilophosaurus buettneri,species,64922,Carnian,Norian,237,205.7,43417,YES,extinct
1081439,occ,36456,,22706,Parasuchus bransoni,species,58929,Carnian,Norian,237,205.7,14122,YES,extinct
1081440,occ,36454,,22706,Brachysuchus megalodon,species,159229,Carnian,Norian,237,205.7,14122,YES,extinct
1081442,occ,,,22706,Postosuchus kirkpatricki,species,69074,Carnian,Norian,237,205.7,14122,YES,extinct
1081443,occ,,,22706,Poposaurus gracilis,species,69076,Carnian,Norian,237,205.7,14122,YES,extinct
1081444,occ,,,22706,Shuvosaurus inexpectatus,species,90276,Carnian,Norian,237,205.7,14122,YES,extinct
1081445,occ,,,22706,Poposaurus langstoni,species,159332,Carnian,Norian,237,205.7,14122,YES,extinct
1081447,occ,,,22707,Parasuchus bransoni,species,58929,Carnian,Norian,237,205.7,14122,YES,extinct
1081448,occ,,,22707,Lucasuchus hunti,species,159293,Carnian,Norian,237,205.7,14122,YES,extinct
1083465,occ,,,136057,Rugarhynchos sixmilensis,species,250245,Norian,,227.3,205.7,43513,YES,extinct
1084250,occ,,,39160,Tecovasuchus chatterjeei,species,163810,Norian,,227.3,205.7,43558,YES,extinct
1084251,occ,,,39219,Tecovasuchus chatterjeei,species,163810,Norian,,227.3,205.7,43558,YES,extinct
1087072,occ,37638,,85560,Eomurruna yurrgensis,species,428554,Induan,,251.902,249.9,74324,YES,extinct
1087839,occ,,,136648,Mesodapedon kuttyi,species,251717,Anisian,,246.7,241.464,43704,YES,extinct
1088561,occ,,,112285,Parasuchus hislopi,species,159217,Carnian,Norian,237,205.7,17140,YES,extinct
1088562,occ,,,112285,Hyperodapedon huxleyi,species,100723,Carnian,Norian,237,205.7,17140,YES,extinct
1088563,occ,27837,,94787,Parasuchus hislopi,species,159217,Carnian,,237,227.3,32311,YES,extinct
1088565,occ,,,112285,Hyperodapedon huxleyi,species,100723,Carnian,Norian,237,205.7,43742,YES,extinct
1089127,occ,27847,,136890,Nyasasaurus parringtoni,species,251932,Anisian,,246.7,241.464,43766,YES,extinct
1089130,occ,,,136891,Nyasasaurus parringtoni,species,251932,Anisian,,246.7,241.464,6969,YES,extinct
1089192,occ,,,98628,Hyperodapedon huxleyi,species,100723,Carnian,Norian,237,205.7,43773,YES,extinct
1089193,occ,,,136902,Hyperodapedon huxleyi,species,100723,Carnian,Norian,237,205.7,43773,YES,extinct
1089194,occ,,,136899,Hyperodapedon huxleyi,species,100723,Carnian,Norian,237,205.7,43773,YES,extinct
1089195,occ,,,136903,Hyperodapedon huxleyi,species,100723,Carnian,Norian,237,205.7,43773,YES,extinct
1089825,occ,,,136941,Stagonosuchus major,species,68499,Anisian,,246.7,241.464,6969,YES,extinct
1091665,occ,,,39763,Blezingeria ichthyospondylus,species,252566,Middle Triassic,,246.7,237,43878,YES,extinct
1091667,occ,,,39763,Simosaurus gaillardoti,species,95793,Middle Triassic,,246.7,237,43878,YES,extinct
1091733,occ,,,39763,Nothosaurus giganteus,species,171758,Middle Triassic,,246.7,237,43878,YES,extinct
1091750,occ,,,106357,Psephosaurus suevicus,species,252569,Longobardian,,239.48,237,43878,YES,extinct
1091751,occ,,,39763,Tanystropheus conspicuus,species,95799,Middle Triassic,,246.7,237,43878,YES,extinct
1093726,occ,,,13176,Pelecymala robustus,species,253699,Carnian,,237,227.3,12289,YES,extinct
1093733,occ,,,13182,Sigmala sigmala,species,253698,Carnian,,237,227.3,44066,YES,extinct
1094699,occ,,,96875,Nothosaurus marchicus,species,254246,Anisian,,246.7,241.464,44157,YES,extinct
1094700,occ,,,63538,Cymatosaurus fridericianus,species,100041,Anisian,,246.7,241.464,44160,YES,extinct
1094703,occ,,,63538,Cymatosaurus latifrons,species,176570,Anisian,,246.7,241.464,78228,YES,extinct
1094704,occ,,,138068,Cymatosaurus latifrons,species,176570,Anisian,,246.7,241.464,44160,YES,extinct
1094707,occ,,,138070,Cymatosaurus multidentatus,species,254219,Anisian,,246.7,241.464,44160,YES,extinct
1094761,occ,,,63538,Germanosaurus schafferi,species,254228,Anisian,,246.7,241.464,44160,YES,extinct
1094776,occ,,,138080,Corosaurus alcovensis,species,139789,Spathian,,248.1,246.7,28997,YES,extinct
1094777,occ,,,138081,Corosaurus alcovensis,species,139789,Spathian,,248.1,246.7,46813,YES,extinct
1094778,occ,,,138082,Corosaurus alcovensis,species,139789,Spathian,,248.1,246.7,28997,YES,extinct
1094779,occ,,,138083,Simosaurus gaillardoti,species,95793,Ladinian,,241.464,237,44165,YES,extinct
1094780,occ,,,138084,Simosaurus gaillardoti,species,95793,Ladinian,,241.464,237,44165,YES,extinct
1094781,occ,,,138085,Simosaurus gaillardoti,species,95793,Ladinian,,241.464,237,44165,YES,extinct
1094782,occ,,,138086,Simosaurus gaillardoti,species,95793,Ladinian,,241.464,237,44165,YES,extinct
1094784,occ,,,137680,Simosaurus gaillardoti,species,95793,Ladinian,,241.464,237,44166,YES,extinct
1094786,occ,,,106357,Simosaurus gaillardoti,species,95793,Longobardian,,239.48,237,44166,YES,extinct
1094787,occ,,,138088,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,69393,YES,extinct
1094789,occ,,,105334,Placodus gigas,species,95794,Middle Triassic,,246.7,237,44166,YES,extinct
1094790,occ,,,138089,Nothosaurus mirabilis,species,95788,Ladinian,,241.464,237,44166,YES,extinct
1094802,occ,,,138095,Nothosaurus edingerae,species,254241,Late Triassic,,237,201.4,44168,YES,extinct
1094803,occ,,,138096,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094804,occ,,,137680,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,28567,YES,extinct
1094805,occ,,,59927,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094806,occ,,,59927,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094807,occ,,,138084,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094808,occ,,,138097,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094809,occ,,,138098,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094810,occ,,,138099,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094828,occ,,,138100,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094829,occ,41269,,138101,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094830,occ,41268,,138102,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094831,occ,,,138083,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094832,occ,,,138103,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094833,occ,,,138104,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094834,occ,,,138085,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094835,occ,,,138089,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094836,occ,,,138087,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094837,occ,,,138105,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094838,occ,,,138106,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094839,occ,,,138107,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094840,occ,,,138108,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094841,occ,,,138109,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094842,occ,,,138110,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094843,occ,,,138111,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094844,occ,,,138088,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094845,occ,,,138112,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094846,occ,,,130793,Nothosaurus giganteus,species,171758,Anisian,,246.7,241.464,44168,YES,extinct
1094847,occ,,,138113,Nothosaurus giganteus,species,171758,Middle Triassic,,246.7,237,44168,YES,extinct
1094848,occ,,,59927,Nothosaurus giganteus,species,171758,Ladinian,,241.464,237,44168,YES,extinct
1094853,occ,,,138116,Nothosaurus marchicus,species,254246,Anisian,,246.7,241.464,44168,YES,extinct
1094854,occ,,,138117,Nothosaurus marchicus,species,254246,Illyrian,,243.33,241.464,44168,YES,extinct
1094855,occ,,,138117,Nothosaurus marchicus,species,254246,Illyrian,,243.33,241.464,44168,YES,extinct
1094856,occ,,,138116,Nothosaurus marchicus,species,254246,Anisian,,246.7,241.464,44168,YES,extinct
1094858,occ,,,138117,Nothosaurus marchicus,species,254246,Illyrian,,243.33,241.464,44168,YES,extinct
1094859,occ,,,138117,Nothosaurus marchicus,species,254246,Illyrian,,243.33,241.464,44168,YES,extinct
1094860,occ,,,138118,Nothosaurus marchicus,species,254246,Anisian,,246.7,241.464,44168,YES,extinct
1094861,occ,,,138101,Nothosaurus marchicus,species,254246,Ladinian,,241.464,237,44168,YES,extinct
1094863,occ,,,138120,Nothosaurus marchicus,species,254246,Ladinian,,241.464,237,44168,YES,extinct
1094864,occ,,,138121,Nothosaurus marchicus,species,254246,Ladinian,,241.464,237,44168,YES,extinct
1094870,occ,35160,,63538,Cymatosaurus fridericianus,species,100041,Anisian,,246.7,241.464,66737,YES,extinct
1094874,occ,,,138096,Nothosaurus mirabilis,species,95788,Ladinian,,241.464,237,44168,YES,extinct
1094875,occ,,,106357,Nothosaurus mirabilis,species,95788,Longobardian,,239.48,237,44168,YES,extinct
1094876,occ,,,106359,Nothosaurus mirabilis,species,95788,Longobardian,,239.48,237,44168,YES,extinct
1094877,occ,,,59927,Nothosaurus mirabilis,species,95788,Ladinian,,241.464,237,44168,YES,extinct
1094878,occ,,,138124,Nothosaurus mirabilis,species,95788,Ladinian,,241.464,237,44168,YES,extinct
1094879,occ,,,138097,Nothosaurus mirabilis,species,95788,Ladinian,,241.464,237,44168,YES,extinct
1094880,occ,,,138106,Nothosaurus mirabilis,species,95788,Ladinian,,241.464,237,44168,YES,extinct
1094881,occ,,,138087,Nothosaurus mirabilis,species,95788,Ladinian,,241.464,237,44168,YES,extinct
1094882,occ,,,138089,Nothosaurus mirabilis,species,95788,Ladinian,,241.464,237,44168,YES,extinct
1094884,occ,,,138118,Nothosaurus mirabilis,species,95788,Anisian,,246.7,241.464,44168,YES,extinct
1094885,occ,,,120901,Lariosaurus balsami,species,89450,Longobardian,,239.48,237,44173,YES,extinct
1094886,occ,,,120901,Neusticosaurus pusillus,species,171753,Longobardian,,239.48,237,44173,YES,extinct
1094887,occ,,,138126,Lariosaurus balsami,species,89450,Ladinian,,241.464,237,44173,YES,extinct
1094888,occ,,,138127,Lariosaurus balsami,species,89450,Ladinian,,241.464,237,44173,YES,extinct
1094889,occ,,,116568,Lariosaurus valceresii,species,254265,Longobardian,,239.48,237,44173,YES,extinct
1094892,occ,,,138129,Lariosaurus curionii,species,254276,Ladinian,,241.464,237,44173,YES,extinct
1094893,occ,,,138130,Ceresiosaurus calcagnii,species,254266,Ladinian,,241.464,237,44173,YES,extinct
1094895,occ,,,138084,Placodus gigas,species,95794,Ladinian,,241.464,237,44175,YES,extinct
