occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,within_range,Status
842039,occ,,,93396,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842043,occ,,,93400,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842073,occ,,,93412,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842077,occ,,,93414,Postosuchus kirkpatricki,species,69074,Norian,,227.3,205.7,14122,YES,extinct
842081,occ,,,49500,Postosuchus kirkpatricki,species,69074,Norian,,227.3,205.7,14122,YES,extinct
842083,occ,,,93416,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842084,occ,22716,,93417,Machaeroprosopus mccauleyi,species,69067,Norian,,227.3,205.7,24406,YES,extinct
842090,occ,,,93419,Santaisaurus yuani,species,161844,Induan,,251.902,249.9,31616,YES,extinct
842099,occ,,,93423,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842101,occ,,,93424,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842103,occ,,,93425,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842104,occ,,,93426,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842107,occ,,,93427,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842110,occ,,,93429,Machaeroprosopus pristinus,species,69064,Norian,,227.3,205.7,14122,YES,extinct
842114,occ,,,93430,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842115,occ,,,93431,Machaeroprosopus mccauleyi,species,69067,Norian,,227.3,205.7,14122,YES,extinct
842116,occ,,,93431,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842117,occ,,,93431,Postosuchus kirkpatricki,species,69074,Norian,,227.3,205.7,14122,YES,extinct
842120,occ,,,93432,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842122,occ,,,93432,Postosuchus kirkpatricki,species,69074,Norian,,227.3,205.7,14122,YES,extinct
842123,occ,,,93432,Shuvosaurus inexpectatus,species,90276,Norian,,227.3,205.7,14122,YES,extinct
842124,occ,,,93432,Machaeroprosopus pristinus,species,69064,Norian,,227.3,205.7,14122,YES,extinct
842125,occ,,,93431,Machaeroprosopus tenuis,species,69066,Norian,,227.3,205.7,14122,YES,extinct
842131,occ,,,93436,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842136,occ,,,93439,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842139,occ,,,93441,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842146,occ,,,93443,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842165,occ,,,93450,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842169,occ,,,93453,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842179,occ,,,93455,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842182,occ,,,93456,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842185,occ,,,57686,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842187,occ,,,93458,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842190,occ,,,93459,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842194,occ,,,93460,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842197,occ,,,93461,Machaeroprosopus pristinus,species,69064,Norian,,227.3,205.7,14122,YES,extinct
842198,occ,,,93462,Machaeroprosopus pristinus,species,69064,Norian,,227.3,205.7,14122,YES,extinct
842200,occ,,,93463,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842201,occ,,,93464,Machaeroprosopus pristinus,species,69064,Norian,,227.3,205.7,14122,YES,extinct
842202,occ,,,93465,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842204,occ,,,93466,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842205,occ,,,93466,Machaeroprosopus pristinus,species,69064,Norian,,227.3,205.7,14122,YES,extinct
842209,occ,,,93469,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
842212,occ,,,93471,Postosuchus kirkpatricki,species,69074,Norian,,227.3,205.7,14122,YES,extinct
842223,occ,,,93360,Leptosuchus crosbiensis,species,69060,Norian,,227.3,205.7,14122,YES,extinct
842229,occ,,,52501,Poposaurus gracilis,species,69076,Norian,,227.3,205.7,14122,YES,extinct
842231,occ,23474,,92923,Pravusuchus hortus,species,171950,Norian,,227.3,205.7,34026,YES,extinct
842245,occ,,,93443,Rioarribasuchus chamaensis,species,162207,Norian,,227.3,205.7,15512,YES,extinct
842246,occ,32907,,93480,Scutarx deltatylus,species,347479,Alaunian,Sevatian,215.38,205.7,60800,YES,extinct
842255,occ,,,92827,Revueltosaurus callenderi,species,64950,Norian,,227.3,205.7,15512,YES,extinct
842256,occ,,,92811,Revueltosaurus callenderi,species,64950,Norian,,227.3,205.7,15512,YES,extinct
842270,occ,,,92819,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,15512,YES,extinct
842321,occ,23519,,39160,Uatchitodon schneideri,species,172710,Norian,,227.3,205.7,34225,YES,extinct
842343,occ,,,93415,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31638,YES,extinct
842374,occ,,,93478,Adamanasuchus eisenhardtae,species,161895,Norian,,227.3,205.7,31640,YES,extinct
842666,occ,,,93536,Shihtienfenia permica,species,161939,Changhsingian,,254.14,251.902,31652,YES,extinct
842770,occ,,,93541,Smilosuchus adamanensis,species,69057,Norian,,227.3,205.7,14122,YES,extinct
842773,occ,,,93541,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
842775,occ,,,93541,Postosuchus kirkpatricki,species,69074,Norian,,227.3,205.7,14122,YES,extinct
842795,occ,,,93547,Smilosuchus gregorii,species,69059,Norian,,227.3,205.7,31669,YES,extinct
842804,occ,34400,,93551,Hesperosuchus agilis,species,69077,Norian,,227.3,205.7,31671,YES,extinct
842807,occ,,,93552,Machaeroprosopus validus,species,161993,Norian,,227.3,205.7,31672,YES,extinct
842875,occ,,,93559,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,31689,YES,extinct
842947,occ,,,93566,Machaeroprosopus pristinus,species,69064,Norian,,227.3,205.7,31697,YES,extinct
842964,occ,,,93572,Phaanthosaurus simus,species,139929,Induan,,251.902,249.9,31696,YES,extinct
842965,occ,,,93573,Phaanthosaurus simus,species,139929,Induan,,251.902,249.9,31696,YES,extinct
842974,occ,,,93577,Phaanthosaurus simus,species,139929,Induan,,251.902,249.9,31696,YES,extinct
842975,occ,,,28396,Phaanthosaurus simus,species,139929,Induan,,251.902,249.9,28657,YES,extinct
842984,occ,,,93580,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
842985,occ,22785,,93581,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
842986,occ,22789,,93583,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
842987,occ,,,93584,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
842988,occ,,,93585,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
842989,occ,,,93586,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
843000,occ,22788,,93588,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
843001,occ,,,93589,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
843002,occ,22790,,93590,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
843003,occ,,,93591,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
843004,occ,,,93592,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
843005,occ,,,93593,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
843006,occ,,,93594,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,31705,YES,extinct
843034,occ,22794,,93590,Shuvosaurus inexpectatus,species,90276,Norian,,227.3,205.7,14122,YES,extinct
843063,occ,,,93600,Angistorhinus grandis,species,155543,Carnian,Norian,237,205.7,31717,YES,extinct
843102,occ,22892,,93611,Desmatosuchus spurensis,species,100584,Norian,,227.3,205.7,32140,YES,extinct
843103,occ,22797,,93611,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,31721,YES,extinct
843124,occ,,,27343,Coelodontognathus donensis,species,162209,Olenekian,,249.9,246.7,28874,YES,extinct
843125,occ,,,27343,Coelodontognathus ricovi,species,162210,Olenekian,,249.9,246.7,28874,YES,extinct
843132,occ,,,93620,Machaeroprosopus buceros,species,69065,Norian,,227.3,205.7,17700,YES,extinct
843204,occ,,,83738,Vancleavea campi,species,69043,Norian,,227.3,205.7,31327,YES,extinct
843206,occ,,,89969,Redondasuchus rineharti,species,162261,Norian,,227.3,205.7,31761,YES,extinct
843392,occ,32885,,93672,Redondasaurus gregorii,species,347629,Norian,,227.3,205.7,60778,YES,extinct
843393,occ,32886,,93672,Apachesuchus heckerti,species,347477,Norian,,227.3,205.7,60778,YES,extinct
843424,occ,22814,,93685,Redondasaurus gregorii,species,347629,Norian,,227.3,205.7,28127,YES,extinct
843442,occ,,,75671,Dolabrosaurus aquatilis,species,110225,Norian,,227.3,205.7,31827,YES,extinct
843491,occ,,,93720,Procolophon trigoniceps,species,56758,Induan,Olenekian,251.902,246.7,31834,YES,extinct
843727,occ,,,28479,Microcnemus efremovi,species,162605,Olenekian,,249.9,246.7,9920,YES,extinct
843728,occ,,,93775,Microcnemus efremovi,species,162605,Olenekian,,249.9,246.7,31479,YES,extinct
843729,occ,,,93775,Chasmatosuchus rossicus,species,162606,Olenekian,,249.9,246.7,31479,YES,extinct
843780,occ,,,13043,Procolophon trigoniceps,species,56758,Induan,Olenekian,251.902,246.7,31898,YES,extinct
843781,occ,,,13043,Procolophon trigoniceps,species,56758,Induan,Olenekian,251.902,246.7,31898,YES,extinct
843782,occ,,,13043,Procolophon trigoniceps,species,56758,Induan,Olenekian,251.902,246.7,31898,YES,extinct
845912,occ,22843,,94100,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
845919,occ,,,94105,Machaeroprosopus pristinus,species,69064,Norian,,227.3,205.7,14122,YES,extinct
845945,occ,,,94112,Procolophon trigoniceps,species,56758,Induan,Olenekian,251.902,246.7,31974,YES,extinct
846167,occ,,,94150,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,17157,YES,extinct
846168,occ,,,94151,Typothorax coccinarum,species,64940,Norian,,227.3,205.7,14122,YES,extinct
846844,occ,,,94207,Eudimorphodon ranzii,species,131614,Sevatian,,211.18,205.7,32007,YES,extinct
846845,occ,,,59639,Eudimorphodon ranzii,species,131614,Alaunian,,215.38,211.18,32008,YES,extinct
846846,occ,,,59639,Peteinosaurus zambelli,species,163056,Alaunian,,215.38,211.18,32009,YES,extinct
846847,occ,,,59639,Aetosaurus ferratus,species,156403,Alaunian,,215.38,211.18,31019,YES,extinct
846848,occ,,,59639,Peteinosaurus zambelli,species,163056,Alaunian,,215.38,211.18,27999,YES,extinct
846849,occ,,,36377,Eudimorphodon ranzii,species,131614,Alaunian,,215.38,211.18,32011,YES,extinct
847011,occ,,,94236,Orenburgia concinna,species,161152,Olenekian,,249.9,246.7,32050,YES,extinct
847025,occ,,,94246,Boreopricea funerea,species,163341,Olenekian,,249.9,246.7,32049,YES,extinct
847026,occ,,,94247,Blomosaurus ivachnenkoi,species,163344,Induan,,251.902,249.9,32049,YES,extinct
847947,occ,,,94309,Procolophon trigoniceps,species,56758,Induan,Olenekian,251.902,246.7,32063,YES,extinct
847948,occ,,,94309,Procolophon trigoniceps,species,56758,Induan,Olenekian,251.902,246.7,32052,YES,extinct
847949,occ,,,94309,Procolophon trigoniceps,species,56758,Induan,Olenekian,251.902,246.7,32052,YES,extinct
848381,occ,22873,,94365,Procolophon trigoniceps,species,56758,Induan,Olenekian,251.902,246.7,29615,YES,extinct
848404,occ,,,94369,Tichvinskia burtensis,species,161153,Olenekian,,249.9,246.7,31491,YES,extinct
850001,occ,22898,,94492,Trilophosaurus jacobsi,species,69041,Carnian,Norian,237,205.7,32141,YES,extinct
850003,occ,22900,,94492,Spinosuchus caseanus,species,65106,Carnian,Norian,237,205.7,32145,YES,extinct
850008,occ,,,39160,Krzyzanowskisaurus hunti,species,69055,Norian,,227.3,205.7,32141,YES,extinct
850012,occ,,,94493,Trilophosaurus buettneri,species,64922,Norian,,227.3,205.7,43383,YES,extinct
850016,occ,,,94493,Calyptosuchus wellesi,species,69072,Norian,,227.3,205.7,14122,YES,extinct
850018,occ,24343,,71977,Tecovasuchus chatterjeei,species,163810,Carnian,Norian,237,205.7,35305,YES,extinct
850048,occ,,,94497,Desmatosuchus spurensis,species,100584,Norian,,227.3,205.7,32140,YES,extinct
850677,occ,,,94551,Phantomosaurus neubigi,species,163953,Anisian,,246.7,241.464,32169,YES,extinct
851246,occ,,,94651,Asilisaurus kongwe,species,164325,Anisian,,246.7,241.464,32231,YES,extinct
851317,occ,,,36377,Drepanosaurus unguicaudatus,species,132495,Alaunian,,215.38,211.18,32240,YES,extinct
851324,occ,,,59639,Vallesaurus zorzinensis,species,164345,Alaunian,,215.38,211.18,32240,YES,extinct
851325,occ,,,59639,Vallesaurus cenensis,species,164346,Alaunian,,215.38,211.18,32242,YES,extinct
851329,occ,,,36377,Megalancosaurus endennae,species,164347,Alaunian,,215.38,211.18,32240,YES,extinct
851330,occ,,,36377,Megalancosaurus preonensis,species,131744,Alaunian,,215.38,211.18,28035,YES,extinct
853392,occ,,,94786,Arganasuchus dutuiti,species,164793,Carnian,,237,227.3,32305,YES,extinct
853397,occ,,,94787,Tikisuchus romeri,species,119071,Carnian,,237,227.3,32311,YES,extinct
853401,occ,,,94787,Hyperodapedon huxleyi,species,100723,Carnian,,237,227.3,17140,YES,extinct
853411,occ,,,48516,Shuvosaurus inexpectatus,species,90276,Norian,,227.3,205.7,32312,YES,extinct
853631,occ,,,87410,Palacrodon browni,species,319572,Early Triassic,,251.902,246.7,32307,YES,extinct
855747,occ,,,95092,Arizonasaurus babbitti,species,55052,Aegean,Bithynian,246.7,244.24,32378,YES,extinct
855751,occ,,IF,95093,Chirotherium barthii,species,85727,Aegean,Bithynian,246.7,244.24,32387,YES,extinct
855752,occ,,IF,95093,Chirotherium rex,species,93707,Aegean,Bithynian,246.7,244.24,32387,YES,extinct
855754,occ,,,95094,Arizonasaurus babbitti,species,55052,Aegean,Bithynian,246.7,244.24,32385,YES,extinct
855755,occ,,,95095,Arizonasaurus babbitti,species,55052,Aegean,Bithynian,246.7,244.24,32386,YES,extinct
855783,occ,,IF,95107,Chirotherium sickleri,species,249179,Spathian,,248.1,246.7,37010,YES,extinct
855784,occ,,IF,95107,Synaptichnium diabloensis,species,93709,Spathian,,248.1,246.7,37010,YES,extinct
855785,occ,,IF,95107,Rotodactylus cursorius,species,194816,Spathian,,248.1,246.7,37010,YES,extinct
855796,occ,,,95112,Anisodontosaurus greeri,species,55053,Aegean,Bithynian,246.7,244.24,32378,YES,extinct
855799,occ,,,95112,Arizonasaurus babbitti,species,55052,Aegean,Bithynian,246.7,244.24,32378,YES,extinct
855802,occ,,IF,95107,Isochirotherium coltoni,species,194836,Spathian,,248.1,246.7,37010,YES,extinct
855806,occ,,IF,95109,Chirotherium rex,species,93707,Spathian,,248.1,246.7,37010,YES,extinct
867052,occ,23103,,96206,Azendohsaurus madagaskarensis,species,167012,Ladinian,Carnian,241.464,227.3,32645,YES,extinct
867053,occ,,,96207,Isalorhynchus genovefae,species,167018,Ladinian,Carnian,241.464,227.3,32648,YES,extinct
867571,occ,,,96221,Isalorhynchus genovefae,species,167018,Ladinian,Carnian,241.464,227.3,32656,YES,extinct
868185,occ,,,96283,Isalorhynchus genovefae,species,167018,Ladinian,Carnian,241.464,227.3,32646,YES,extinct
871913,occ,,,96612,Rhomaleosaurus megacephalus,species,100065,Rhaetian,,205.7,201.4,32796,YES,extinct
873708,occ,,,96875,Anarosaurus heterodontus,species,375029,Anisian,,246.7,241.464,33074,YES,extinct
873709,occ,,,96875,Dactylosaurus gracilis,species,375030,Anisian,,246.7,241.464,33074,YES,extinct
873713,occ,35188,,96875,Amotosaurus rotfeldensis,species,248293,Anisian,,246.7,241.464,66892,YES,extinct
873715,occ,,I,96875,Procolophonichnium haarmuehlensis,species,476805,Anisian,,246.7,241.464,33074,YES,extinct
876982,occ,31528,,59639,Bergamodactylus wildi,species,324075,Alaunian,,215.38,211.18,55720,YES,extinct
877604,occ,,,97409,Sarmatosuchus otschevi,species,169945,Anisian,,246.7,241.464,46401,YES,extinct
877605,occ,,,97409,Vjushkovisaurus berdjanensis,species,169954,Anisian,,246.7,241.464,29101,YES,extinct
877610,occ,,,97410,Uralosaurus magnus,species,169948,Anisian,,246.7,241.464,29101,YES,extinct
877687,occ,,,28850,Uralosaurus magnus,species,169948,Illyrian,,243.33,241.464,29101,YES,extinct
877690,occ,,,97428,Chalishevia cothurnata,species,169951,Ladinian,,241.464,237,29101,YES,extinct
877701,occ,,,28850,Dorosuchus neoetus,species,169953,Illyrian,,243.33,241.464,29101,YES,extinct
877774,occ,,,28850,Dongusuchus efremovi,species,169958,Illyrian,,243.33,241.464,29101,YES,extinct
877792,occ,,,97411,Chalishevia cothurnata,species,169951,Ladinian,,241.464,237,29101,YES,extinct
877798,occ,,,97439,Malutinisuchus gratus,species,169964,Ladinian,,241.464,237,46403,YES,extinct
877799,occ,,,97439,Chalishevia cothurnata,species,169951,Ladinian,,241.464,237,28844,YES,extinct
877800,occ,,,97439,Energosuchus garjainovi,species,169962,Ladinian,,241.464,237,46403,YES,extinct
879452,occ,,,97415,Dongusuchus efremovi,species,169958,Illyrian,,243.33,241.464,28844,YES,extinct
879453,occ,,,97415,Uralosaurus magnus,species,169948,Illyrian,,243.33,241.464,28844,YES,extinct
879454,occ,,,97415,Vjushkovisaurus berdjanensis,species,169954,Illyrian,,243.33,241.464,28844,YES,extinct
880670,occ,,,92024,Lotosaurus adentus,species,119072,Anisian,,246.7,241.464,33372,YES,extinct
880673,occ,,,97695,Rhombopholis scutulata,species,157508,Anisian,,246.7,241.464,33374,YES,extinct
880676,occ,,,97695,Langeronyx brodiei,species,139021,Anisian,,246.7,241.464,28945,YES,extinct
880677,occ,,,97695,Bromsgroveia walkeri,species,54994,Anisian,,246.7,241.464,29836,YES,extinct
880873,occ,,,97713,Guizhouichthyosaurus tangae,species,170542,Carnian,,237,227.3,33393,YES,extinct
880945,occ,,,97731,Coburgosuchus goeckeli,species,170544,Norian,,227.3,205.7,33397,YES,extinct
880946,occ,,,97733,Tanystropheus longobardicus,species,180927,Longobardian,,239.48,237,33399,YES,extinct
881081,occ,,,97735,Parasuchus angustifrons,species,170553,Carnian,,237,227.3,33402,YES,extinct
881082,occ,,,97735,Ebrachosuchus neukami,species,170555,Carnian,,237,227.3,33402,YES,extinct
881088,occ,,,97736,Stagonolepis robertsoni,species,119075,Carnian,,237,227.3,33402,YES,extinct
882293,occ,,,97845,Mystriosuchus planirostris,species,64944,Norian,,227.3,205.7,33810,YES,extinct
882303,occ,,,97854,Dolerosaurus trauthi,species,170686,Tuvalian,,233.6,227.3,33821,YES,extinct
882304,occ,,,97843,Shastasaurus sikkaniensis,species,170687,Alaunian,,215.38,211.18,33808,YES,extinct
882311,occ,,,97856,Omphalosaurus wolfi,species,176044,Ladinian,,241.464,237,33825,YES,extinct
882413,occ,,,97870,Zanclodon arenaceus,species,115710,Carnian,,237,227.3,43878,YES,extinct
882593,occ,,,97873,Qianichthyosaurus zhoui,species,170706,Carnian,,237,227.3,33833,YES,extinct
882951,occ,,,97906,Anshunsaurus huangguoshuensis,species,170734,Carnian,,237,227.3,33841,YES,extinct
883956,occ,,,97990,Sanchiaosaurus dengi,species,100428,Anisian,,246.7,241.464,33873,YES,extinct
883957,occ,,,97985,Chinchenia sungi,species,100426,Middle Triassic,,246.7,237,33873,YES,extinct
883958,occ,,,97989,Kwangsisaurus orientalis,species,170946,Olenekian,,249.9,246.7,33873,YES,extinct
884084,occ,,,98007,Hanosaurus hupehensis,species,170966,Smithian,Spathian,249.9,246.7,33884,YES,extinct
884125,occ,,,98011,Augustasaurus hagdorni,species,100051,Illyrian,,243.33,241.464,33891,YES,extinct
884857,occ,,,98104,Cymbospondylus buchseri,species,171154,Illyrian,,243.33,241.464,33922,YES,extinct
887799,occ,,,97906,Miodentosaurus brevis,species,171413,Carnian,,237,227.3,33959,YES,extinct
890418,occ,,IF,55414,Eubrontes sillimani,species,67392,Norian,,227.3,205.7,33998,YES,extinct
